"Unit_quarter","taxon_name","Agility","PhysicalProtection","Metabolites","above","epi","hemi","eu","density","Bodymass.mg","ind.Loss.Jh","Biomass.mg","pop.Loss.Jh","efficiency"
"U15qB","Protura",1,1,1,0,0,1,1,800,0.0130302246309361,0.000804290980100067,10.4241797047489,0.643432784080054,0.906
"U15qB","Tectocepheidae",1,0.4,0.7,0,0,1,0.5,313.888888888889,0.00763956240498698,9.7961688417178e-05,2.39797375489869,0.0307490855309476,0.906
"U15qB","Tullbergiidae",1,1,0.4,0,0,1,1,104.545454545455,0.02182729911843,0.00115117813790311,2.28194490783587,0.120350441689871,0.906
"U15qB","Blaniulidae_large",1,0.4,0.7,0,1,1,0.5,66.6666666666667,18.9584306254161,0.0830866769469174,1263.89537502774,5.53911179646116,0.906
"U15qB","Blaniulidae_small",1,0.4,0.7,0,1,1,0.5,511.111111111111,1.67862506370498,0.0207967593557315,857.963921449212,10.6294547818183,0.906
"U15qB","Lithobiidae_large",1,1,1,0,0.5,1,0,111.111111111111,3.65150563355435,0.0606917624954524,405.722848172705,6.74352916616138,0.906
"U15qB","Lithobiidae_small",1,1,1,0,0.5,1,0,244.444444444444,0.264982907714828,0.0140382526466767,64.7735996636245,3.43157286918764,0.906
"U15qB","Polydesmidae_small",1,0.4,0.7,0,1,1,0,11.1111111111111,0.601007209108024,0.0115647232456162,6.67785787897804,0.128496924951292,0.906
"U15qC","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U15qC","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U15qC","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U15qC","Acrobeloides",1,1,1,0,0,1,1,5809.6018735363,0.0012632,0.000158844722442483,7.33868908665105,0.922824597103205,0.906
"U15qC","Anatonchus",1,1,1,0,0,1,1,2904.80093676815,0.0092758,0.000635068179360488,26.944352529274,1.84474664231799,0.906
"U15qC","Aphelenchus",1,1,1,0,0,1,1,1452.40046838407,0.000218,4.68406332484432e-05,0.316623302107727,0.0680313576694454,0.906
"U15qC","Aporcelaimellus",1,1,1,0,0,1,1,4357.20140515222,0.0090478,0.000624176995380846,39.4230868735363,2.71966488133711,0.906
"U15qC","Boleodorus",1,1,1,0,0,1,1,4357.20140515222,0.0001001,2.72692490880287e-05,0.436155860655737,0.118817610443804,0.906
"U15qC","Chiloplacus",1,1,1,0,0,1,1,1452.40046838407,0.0005343,8.73441520718232e-05,0.776017570257609,0.126858687379725,0.906
"U15qC","Chrysonema",1,1,1,0,0,1,1,1452.40046838407,0.0014404,0.000174020126459643,2.09203763466041,0.252746913178241,0.906
"U15qC","Clarkus",1,1,1,0,0,1,1,1452.40046838407,0.003897,0.00034756980334886,5.66000462529272,0.504810545180044,0.906
"U15qC","Ditylenchus",1,1,1,0,0,1,1,2904.80093676815,0.0004511,7.76492977707638e-05,1.31035570257611,0.225555752903904,0.906
"U15qC","Eumonhystera",1,1,1,0,0,1,1,4357.20140515222,0.000205,4.48810007561746e-05,0.893226288056205,0.195555559559442,0.906
"U15qC","Filenchus",1,1,1,0,0,1,1,1452.40046838407,9.95e-05,2.71555342159336e-05,0.144513846604215,0.0394407106144416,0.906
"U15qC","Helicotylenchus",1,1,1,0,0,1,1,47929.2154566745,0.0002937,5.76232737628211e-05,14.0768105796253,2.76183830349719,0.906
"U15qC","Laimydorus",1,1,1,0,0,1,1,1452.40046838407,0.0059012,0.000463767950876022,8.57090564402807,0.673576789073855,0.906
"U15qC","Malenchus",1,1,1,0,0,1,1,1452.40046838407,7.98e-05,2.32946675068201e-05,0.115901557377049,0.0338331859977567,0.906
"U15qC","Mylonchulus",1,1,1,0,0,1,1,1452.40046838407,0.0017233,0.000197119715232653,2.50292172716627,0.28629676673164,0.906
"U15qC","Paramphidelus",1,1,1,0,0,1,1,1452.40046838407,0.000198,4.38101595436465e-05,0.287575292740046,0.0636298962411729,0.906
"U15qC","Paratylenchus",1,1,1,0,0,1,1,2904.80093676815,5.13e-05,1.71349346082443e-05,0.149016288056206,0.049773574101489,0.906
"U15qC","Plectus",1,1,1,0,0,1,1,1452.40046838407,0.0008578,0.000121378295323782,1.24586912177986,0.176289892979921,0.906
"U15qC","Pratylenchus",1,1,1,0,0,1,1,5809.6018735363,0.0001438,3.5077213891464e-05,0.83542074941452,0.203784647542283,0.906
"U15qC","Prionchulus",1,1,1,0,0,1,1,2904.80093676815,0.0115883,0.000741330250006387,33.6617046955504,2.15341680467312,0.906
"U15qC","Prodesmodora",1,1,1,0,0,1,1,4357.20140515222,0.0001804,4.10652099615153e-05,0.786039133489461,0.178929390547185,0.906
"U15qC","Protorhabditis",1,1,1,0,0,1,1,1452.40046838407,0.0002641,5.3521767693944e-05,0.383578963700233,0.0777350404674277,0.906
"U15qC","Rhabditis",1,1,1,0,0,1,1,2904.80093676815,0.0074997,0.000547848020570088,21.7851355854801,1.59138944335857,0.906
"U15qC","Rotylenchus",1,1,1,0,0,1,1,10166.8032786885,0.0008595,0.000121545443618733,8.73836741803277,1.23572861469259,0.906
"U15qC","Symphyla",1,1,0.4,0,0,1,1,100,0.0825560576854145,0.00372018486323131,8.25560576854145,0.372018486323131,0.906
"U15qC","Ceratozetidae",1,0.4,0.7,0,0,1,0.5,100,0.0110587534553994,0.000125947278547396,1.10587534553994,0.0125947278547396,0.906
"U15qC","Entomobryidae_large",0.7,1,1,0.5,1,0.5,0,112,0.0368107916792448,0.0016554130830767,4.12280866807542,0.18540626530459,0.906
"U15qC","Hypochthoniidae",1,0.4,0.7,0,0,1,0.5,100,0.020518561580188,0.000191672378291936,2.0518561580188,0.0191672378291936,0.906
"U15qC","Hypogastruridae",0.7,1,1,0,1,1,1,224,0.00548716789251486,0.000440901920776144,1.22912560792333,0.0987620302538563,0.906
"U15qC","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,336,0.0315290642235461,0.00148645947690303,10.5937655791115,0.499450384239419,0.906
"U15qC","Isotomidae_medium",0.7,1,1,0,0,1,0.5,2128,0.0103317293259536,0.000684486235745472,21.9859200056293,1.45658670966636,0.906
"U15qC","Oppiidae",1,0.4,0.7,0,0,1,0.5,100,0.00300811076615137,5.20072941729413e-05,0.300811076615137,0.00520072941729413,0.906
"U15qC","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,300,0.00118194628507077,2.7753261767415e-05,0.354583885521231,0.00832597853022451,0.906
"U15qC","Blaniulidae_large",1,0.4,0.7,0,1,1,0.5,77.7777777777778,15.7628504463945,0.0747701632041826,1225.99947916402,5.81545713810309,0.906
"U15qC","Blaniulidae_small",1,0.4,0.7,0,1,1,0.5,44.4444444444444,2.21209523179182,0.024348430050497,98.3153436351919,1.08215244668875,0.906
"U15qC","Campodeidae",1,1,1,0,0,1,1,11.1111111111111,0.10495186300007,0.00342905231025273,1.16613181111189,0.0381005812250303,0.906
"U15qC","Lithobiidae_large",1,1,1,0,0.5,1,0,77.7777777777778,2.46588068155737,0.0487499191226088,191.790719676684,3.79166037620291,0.906
"U15qC","Lithobiidae_small",1,1,1,0,0.5,1,0,44.4444444444444,0.177771217164581,0.0112347391853396,7.90094298509248,0.499321741570649,0.906
"U15qC","Polydesmidae_small",1,0.4,0.7,0,1,1,0,33.3333333333333,0.790694874983085,0.0135269123698705,26.3564958327695,0.450897078995684,0.906
"U15qC","Staphylinidae_ad",1,0.4,0.4,1,1,1,1,11.1111111111111,0.253349075418586,0.00618533070634511,2.81498972687317,0.0687258967371678,0.906
"U15qC","Valloniidae",1,0.4,0.4,0.5,1,1,0,77.7777777777778,4.41278513028281,0.0461080358049842,343.216621244219,3.58618056260988,0.906
"U15qD","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U15qD","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U15qD","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U15qD","Acrobeloides",1,1,1,0,0,1,1,17581.9971671388,0.0012632,0.000158844722442483,22.2095788215297,2.79280745999869,0.906
"U15qD","Alaimus",1,1,1,0,0,1,1,4395.4992917847,0.0005606,9.03105565318815e-05,2.4641169029745,0.396959987276567,0.906
"U15qD","Amphidelus",1,1,1,0,0,1,1,8790.9985835694,0.0013065,0.000162609813170636,11.4854396494334,1.42950263725755,0.906
"U15qD","Anaplectus",1,1,1,0,0,1,1,4395.4992917847,0.0014974,0.000178778259257617,6.58182063951841,0.785819711953355,0.906
"U15qD","Aphelenchus",1,1,1,0,0,1,1,13186.4978753541,0.000218,4.68406332484432e-05,2.87465653682719,0.617663910810837,0.906
"U15qD","Chiloplacus",1,1,1,0,0,1,1,21977.4964589235,0.0005343,8.73441520718232e-05,11.7425763580028,1.91960579286617,0.906
"U15qD","Clarkus",1,1,1,0,0,1,1,4395.4992917847,0.003897,0.00034756980334886,17.129260740085,1.52774282446566,0.906
"U15qD","Coslenchus",1,1,1,0,0,1,1,4395.4992917847,9.99e-05,2.723136728358e-05,0.439110379249292,0.119695455609305,0.906
"U15qD","Discolaimus",1,1,1,0,0,1,1,4395.4992917847,0.0026518,0.000265970437854998,11.6559850219547,1.16907287122731,0.906
"U15qD","Ditylenchus",1,1,1,0,0,1,1,8790.9985835694,0.0004511,7.76492977707638e-05,3.96561946104816,0.682614866717943,0.906
"U15qD","Dorylaimellus",1,1,1,0,0,1,1,4395.4992917847,0.0003034,5.89395089220755e-05,1.33359448512748,0.259068569725121,0.906
"U15qD","Eudorylaimus",1,1,1,0,0,1,1,8790.9985835694,0.0031351,0.000298794376676986,27.5606596593484,2.62670094214589,0.906
"U15qD","Merlinius",1,1,1,0,0,1,1,4395.4992917847,0.0002527,5.19051789177572e-05,1.11074267103399,0.22814917717296,0.906
"U15qD","Microdorylaimus",1,1,1,0,0,1,1,8790.9985835694,0.0002009,4.42551718892248e-05,1.76611161543909,0.389047153393796,0.906
"U15qD","Mylonchulus",1,1,1,0,0,1,1,8790.9985835694,0.0017233,0.000197119715232653,15.1495278590651,1.73287913740386,0.906
"U15qD","Paratylenchus",1,1,1,0,0,1,1,48350.4922096317,5.13e-05,1.71349346082443e-05,2.48038025035411,0.828482522288464,0.906
"U15qD","Plectus",1,1,1,0,0,1,1,13186.4978753541,0.0008578,0.000121378295323782,11.3113778774787,1.60055463340116,0.906
"U15qD","Pratylenchus",1,1,1,0,0,1,1,26372.9957507082,0.0001438,3.5077213891464e-05,3.79243678895184,0.925091212906261,0.906
"U15qD","Prionchulus",1,1,1,0,0,1,1,4395.4992917847,0.0115883,0.000741330250006387,50.9363644429886,3.25851658888165,0.906
"U15qD","Prodorylaimus",1,1,1,0,0,1,1,4395.4992917847,0.0056305,0.000448875490063727,24.7488587623938,1.97303189867462,0.906
"U15qD","Pungentus",1,1,1,0,0,1,1,4395.4992917847,0.001935,0.000213651571870967,8.5052911296034,0.939105332847522,0.906
"U15qD","Rhabditis",1,1,1,0,0,1,1,8790.9985835694,0.0074997,0.000547848020570088,65.9298520771954,4.81613117284295,0.906
"U15qD","Thonus",1,1,1,0,0,1,1,8790.9985835694,0.0018915,0.000210301576219869,16.6281738208215,1.84876085867128,0.906
"U15qD","Thornia",1,1,1,0,0,1,1,4395.4992917847,0.0008752,0.000123084377531614,3.84694098016997,0.541017294269972,0.906
"U15qD","Tylencholaimus",1,1,1,0,0,1,1,26372.9957507082,0.0004137,7.31158757223937e-05,10.910508342068,1.928284679736,0.906
"U15qD","Ceratozetidae",1,0.4,0.7,0,0,1,0.5,137.837837837838,0.0110587534553994,0.000125947278547396,1.52431466547397,0.017360300556533,0.906
"U15qD","Gamasina_juv",1,0.7,1,0,0,1,0.5,413.513513513513,0.0050875111630551,0.000125806130368905,2.10375461607413,0.0520225349903851,0.906
"U15qD","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,429.411764705882,0.0607439494381085,0.00234478860906584,26.084166523423,1.00687981448121,0.906
"U15qD","Isotomidae_medium",0.7,1,1,0,0,1,0.5,6763.23529411765,0.0111102957862719,0.000719939525602276,75.1415445898007,4.86912040918363,0.906
"U15qD","Laelapidae",1,0.7,1,0,0,1,0.5,2067.56756756757,0.0239084379652926,0.000366218524406438,49.4323109282402,0.757181543705204,0.906
"U15qD","Onychiuridae",1,1,0.4,0,0,1,1,107.352941176471,0.00789000522412372,0.000567511771024575,0.847015266707403,0.0609240577717561,0.906
"U15qD","Oribatida_juv",1,0.4,0.7,0,0,1,0.5,137.837837837838,0.00073075666916339,1.98873416069361e-05,0.100725919263062,0.00274122816744254,0.906
"U15qD","Pauropoda",1,1,1,0,0,1,1,100,0.00309364363927508,0.000569735003494177,0.309364363927508,0.0569735003494177,0.906
"U15qD","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,1654.05405405405,0.00170235483537012,3.53088082221554e-05,2.81578691688246,0.0584026773836732,0.906
"U15qD","Protura",1,1,1,0,0,1,1,200,0.0169452806356327,0.000965425173602118,3.38905612712654,0.193085034720424,0.906
"U15qD","Rhagidiidae",1,0.7,1,0,0.5,1,0.5,275.675675675676,0.0248278110806474,0.000207004323416486,6.84442359520551,0.057066056725626,0.906
"U15qD","Rhodacaridae",1,0.7,1,0,0,1,0.5,413.513513513513,0.0057730112352399,0.000137280058365498,2.38721815943704,0.0567671592700573,0.906
"U15qD","Linyphiidae_ad",1,1,1,0,1,0.5,0,33.3333333333333,0.725738799899973,0.0254513186821826,24.1912933299991,0.848377289406085,0.906
"U15qD","Linyphiidae_juv",1,1,1,0,0.5,1,0,33.3333333333333,0.160801437692651,0.0108581830863782,5.36004792308836,0.361939436212606,0.906
"U16qA","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U16qA","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U16qA","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U16qA","Alaimus",1,1,1,0,0,1,1,7530.39733979598,0.0005606,9.03105565318815e-05,4.22154074868963,0.680074374663175,0.906
"U16qA","Cephalenchus",1,1,1,0,0,1,1,15060.794679592,0.0001159,3.01935377714381e-05,1.74554610336471,0.454738673026134,0.906
"U16qA","Cephalobus",1,1,1,0,0,1,1,15060.794679592,0.0002662,5.38172187183306e-05,4.00918354370739,0.810530081343473,0.906
"U16qA","Coslenchus",1,1,1,0,0,1,1,15060.794679592,9.99e-05,2.723136728358e-05,1.50457338849124,0.410126031502557,0.906
"U16qA","Cylindrolaimus",1,1,1,0,0,1,1,7530.39733979598,0.0004541,7.80078693158315e-05,3.41955343200135,0.58743025157909,0.906
"U16qA","Diphtherophora",1,1,1,0,0,1,1,52712.7813785718,0.0005039,8.38591893402611e-05,26.5619705366623,4.42045111427744,0.906
"U16qA","Eumonhystera",1,1,1,0,0,1,1,7530.39733979598,0.000205,4.48810007561746e-05,1.54373145465818,0.337971768701679,0.906
"U16qA","Heterocephalobus",1,1,1,0,0,1,1,7530.39733979598,0.0003559,6.58542124268413e-05,2.68006841323339,0.495908386073445,0.906
"U16qA","Lelenchus",1,1,1,0,0,1,1,7530.39733979598,4.65e-05,1.60039673137265e-05,0.350163476300513,0.120516232885468,0.906
"U16qA","Microlaimus",1,1,1,0,0,1,1,7530.39733979598,0.0003622,6.66623039698834e-05,2.7275099164741,0.501993636479481,0.906
"U16qA","Miculenchus",1,1,1,0,0,1,1,7530.39733979598,8.15e-05,2.36384880243308e-05,0.613727383193372,0.17800720733522,0.906
"U16qA","Paramphidelus",1,1,1,0,0,1,1,7530.39733979598,0.000198,4.38101595436465e-05,1.4910186732796,0.329907908883513,0.906
"U16qA","Paratylenchus",1,1,1,0,0,1,1,15060.794679592,5.13e-05,1.71349346082443e-05,0.77261876706307,0.258065731983002,0.906
"U16qA","Plectus",1,1,1,0,0,1,1,7530.39733979598,0.0008578,0.000121378295323782,6.45957483807699,0.914026792215181,0.906
"U16qA","Pratylenchus",1,1,1,0,0,1,1,105425.562757144,0.0001438,3.5077213891464e-05,15.1601959244773,3.6980350144603,0.906
"U16qA","Prionchulus",1,1,1,0,0,1,1,30121.5893591839,0.0115883,0.000741330250006387,349.058013971031,22.3300453702335,0.906
"U16qA","Prodorylaimus",1,1,1,0,0,1,1,7530.39733979598,0.0056305,0.000448875490063727,42.3999022217213,3.3802107962755,0.906
"U16qA","Thornia",1,1,1,0,0,1,1,30121.5893591839,0.0008752,0.000123084377531614,26.3624150071578,3.70749707653805,0.906
"U16qA","Tylencholaimus",1,1,1,0,0,1,1,60243.1787183678,0.0004137,7.31158757223937e-05,24.9226030357888,4.40473276829414,0.906
"U16qA","Ceratozetidae",1,0.4,0.7,0,0,1,0.5,110,0.0110587534553994,0.000125947278547396,1.21646288009393,0.0138542006402136,0.906
"U16qA","Isotomidae_medium",0.7,1,1,0,0,1,0.5,400,0.0120833119747843,0.000763200351163654,4.83332478991372,0.305280140465462,0.906
"U16qA","Isotomidae_small",0.7,1,1,0,0,1,0.5,200,0.0019834695581292,0.00021735735041284,0.39669391162584,0.043471470082568,0.906
"U16qA","Katiannidae",0.7,1,1,0.5,1,0.5,0,100,0.00548716789251486,0.000440901920776144,0.548716789251486,0.0440901920776144,0.906
"U16qA","Oppiidae",1,0.4,0.7,0,0,1,0.5,440,0.00300811076615137,5.20072941729413e-05,1.3235687371066,0.0228832094360942,0.906
"U16qA","Oribatida_juv",1,0.4,0.7,0,0,1,0.5,110,0.0016212615684289,3.41738190138135e-05,0.178338772527179,0.00375912009151949,0.906
"U16qA","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,330,0.00091414553976292,2.34248251091897e-05,0.301668028121764,0.0077301922860326,0.906
"U16qA","Pygmephoridae",1,0.7,1,0,0.5,1,0.5,110,0.00144974703037862,3.17575553275012e-05,0.159472173341648,0.00349333108602513,0.906
"U16qA","Sminthurididae",0.7,1,1,0.5,1,0.5,0,100,0.0019834695581292,0.00021735735041284,0.19834695581292,0.021735735041284,0.906
"U16qA","Blaniulidae_large",1,0.4,0.7,0,1,1,0.5,11.1111111111111,33.6214000759847,0.115262681143049,373.571111955385,1.28069645714498,0.906
"U16qA","Elateridae_larva",1,0.4,1,0,0,1,1,11.1111111111111,4.83595522829912,0.057986583571297,53.7328358699902,0.644295373014411,0.906
"U16qA","Julidae",1,0.4,0.7,0,1,1,0.5,11.1111111111111,76.7476922890861,0.18470798345551,852.7521365454,2.05231092728344,0.906
"U16qA","Lithobiidae_large",1,1,1,0,0.5,1,0,155.555555555556,3.0841899543079,0.055233665372262,479.76288178123,8.59190350235188,0.906
"U16qA","Lithobiidae_small",1,1,1,0,0.5,1,0,66.6666666666667,0.346069357227545,0.0162937861973283,23.0712904818363,1.08625241315522,0.906
"U16qA","Polydesmidae_small",1,0.4,0.7,0,1,1,0,44.4444444444444,0.402282384257967,0.0091943850084371,17.8792170781318,0.408639333708315,0.906
"U16qB","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U16qB","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U16qB","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U16qB","Achromadora",1,1,1,0,0,1,1,11765.1277955272,0.0003132,6.02563451841515e-05,3.68483802555912,0.708923601582942,0.906
"U16qB","Alaimus",1,1,1,0,0,1,1,11765.1277955272,0.0005606,9.03105565318815e-05,6.59553064217255,1.06251523888277,0.906
"U16qB","Amphidelus",1,1,1,0,0,1,1,17647.6916932907,0.0013065,0.000162609813170636,23.0567091972843,2.86968784913899,0.906
"U16qB","Aporcelaimellus",1,1,1,0,0,1,1,5882.56389776358,0.0090478,0.000624176995380846,53.2242616341853,3.67176105884191,0.906
"U16qB","Axonchium",1,1,1,0,0,1,1,17647.6916932907,0.0027365,0.000271846874801695,48.29290831869,4.7974698342849,0.906
"U16qB","Boleodorus",1,1,1,0,0,1,1,11765.1277955272,0.0001001,2.72692490880287e-05,1.17768929233227,0.320826200408721,0.906
"U16qB","Cephalobus",1,1,1,0,0,1,1,5882.56389776358,0.0002662,5.38172187183306e-05,1.56593850958467,0.316583227910498,0.906
"U16qB","Clarkus",1,1,1,0,0,1,1,17647.6916932907,0.003897,0.00034756980334886,68.7730545287539,6.13380473139837,0.906
"U16qB","Coomansus",1,1,1,0,0,1,1,5882.56389776358,0.0063193,0.000486367165639588,37.1736860391374,2.86108592964904,0.906
"U16qB","Coslenchus",1,1,1,0,0,1,1,5882.56389776358,9.99e-05,2.723136728358e-05,0.587668133386582,0.160190258069128,0.906
"U16qB","Diphtherophora",1,1,1,0,0,1,1,58825.6389776358,0.0005039,8.38591893402611e-05,29.6422394808307,4.93307039708741,0.906
"U16qB","Discolaimium",1,1,1,0,0,1,1,5882.56389776358,0.001191,0.000152477768774857,7.00613360223642,0.896960217806515,0.906
"U16qB","Ditylenchus",1,1,1,0,0,1,1,5882.56389776358,0.0004511,7.76492977707638e-05,2.65362457428115,0.456776955752989,0.906
"U16qB","Dorylaimoides",1,1,1,0,0,1,1,5882.56389776358,0.0010826,0.000142692184709613,6.36846367571885,0.839395894265784,0.906
"U16qB","Eudorylaimus",1,1,1,0,0,1,1,5882.56389776358,0.0031351,0.000298794376676986,18.4424260758786,1.75767701309481,0.906
"U16qB","Filenchus",1,1,1,0,0,1,1,5882.56389776358,9.95e-05,2.71555342159336e-05,0.585315107827476,0.159744165203135,0.906
"U16qB","Malenchus",1,1,1,0,0,1,1,17647.6916932907,7.98e-05,2.32946675068201e-05,1.4082857971246,0.411097110258078,0.906
"U16qB","Pratylenchus",1,1,1,0,0,1,1,82355.8945686901,0.0001438,3.5077213891464e-05,11.8427776389776,2.8888153290088,0.906
"U16qB","Prodorylaimus",1,1,1,0,0,1,1,5882.56389776358,0.0056305,0.000448875490063727,33.1217760263578,2.64053875243981,0.906
"U16qB","Pungentus",1,1,1,0,0,1,1,17647.6916932907,0.001935,0.000213651571870967,34.1482834265175,3.77045707016576,0.906
"U16qB","Thornia",1,1,1,0,0,1,1,41177.947284345,0.0008752,0.000123084377531614,36.0389394632587,5.06836200952324,0.906
"U16qB","Tylencholaimus",1,1,1,0,0,1,1,94121.0223642173,0.0004137,7.31158757223937e-05,38.9378669520767,6.88174097404675,0.906
"U16qB","Tylenchus",1,1,1,0,0,1,1,5882.56389776358,0.0003598,6.63549689286411e-05,2.11654649041534,0.390337344656848,0.906
"U16qB","Tylocephalus",1,1,1,0,0,1,1,5882.56389776358,0.0002122,4.59708677929275e-05,1.24828005910543,0.270426567227538,0.906
"U16qB","Ceratozetidae",1,0.4,0.7,0,0,1,0.5,223.076923076923,0.00763956240498698,9.7961688417178e-05,1.70421007495863,0.0218529920315243,0.906
"U16qB","Eupodidae",1,0.7,1,0,0.5,1,0.5,111.538461538462,0.00144974703037862,3.17575553275012e-05,0.161702553388385,0.00354218886345207,0.906
"U16qB","Hypochthoniidae",1,0.4,0.7,0,0,1,0.5,111.538461538462,0.0153249357764268,0.0001571992601726,1.70931975967838,0.0175337636346363,0.906
"U16qB","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,100,0.0489523773582387,0.0020181582654081,4.89523773582387,0.20181582654081,0.906
"U16qB","Isotomidae_medium",0.7,1,1,0,0,1,0.5,700,0.0119067137149789,0.000755429993595849,8.33469960048523,0.528800995517094,0.906
"U16qB","Isotomidae_small",0.7,1,1,0,0,1,0.5,100,0.00351806211193009,0.000323714524774427,0.351806211193009,0.0323714524774427,0.906
"U16qB","Oppiidae",1,0.4,0.7,0,0,1,0.5,1115.38461538462,0.00236367099243239,4.41498811081182e-05,2.63640226078998,0.0492440981590551,0.906
"U16qB","Oribatida_juv",1,0.4,0.7,0,0,1,0.5,223.076923076923,0.0016212615684289,3.41738190138135e-05,0.361666042187985,0.00762339039538917,0.906
"U16qB","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,446.153846153846,0.00177058331898251,3.62364611561589e-05,0.789952557699889,0.0161670365158248,0.906
"U16qB","Rhagidiidae",1,0.7,1,0,0.5,1,0.5,669.230769230769,0.0131011769425165,0.00013575678435491,8.76771072306873,0.0908526172221319,0.906
"U16qB","Sminthurididae",0.7,1,1,0.5,1,0.5,0,300,0.0019834695581292,0.00021735735041284,0.59504086743876,0.065207205123852,0.906
"U16qB","Geophilidae",1,1,1,0,0,1,1,11.1111111111111,0.0845288195330776,0.00741954021997674,0.939209105923083,0.0824393357775192,0.906
"U16qB","Julidae",1,0.4,0.7,0,1,1,0.5,11.1111111111111,69.4023116536865,0.174390563274377,771.136796152071,1.93767292527085,0.906
"U16qB","Lithobiidae_large",1,1,1,0,0.5,1,0,88.8888888888889,3.88275899583673,0.0628077727382995,345.134132963265,5.58291313229329,0.906
"U16qB","Lithobiidae_small",1,1,1,0,0.5,1,0,44.4444444444444,0.286702087997033,0.0146692292433197,12.7423150220903,0.651965744147541,0.906
"U16qB","Polydesmidae_large",1,0.4,0.7,0,1,1,0,11.1111111111111,1.81312397029025,0.0217330471423449,20.1458218921139,0.241478301581609,0.906
"U16qB","Polydesmidae_small",1,0.4,0.7,0,1,1,0,11.1111111111111,0.643825921980474,0.0120285126955906,7.15362135533859,0.133650141062118,0.906
"U16qB","Schendylidae",1,1,1,0,0,1,1,11.1111111111111,5.83124986405926,0.0788107634920092,64.7916651562139,0.875675149911212,0.906
"U16qC","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U16qC","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U16qC","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U16qC","Alaimus",1,1,1,0,0,1,1,9085.87429993777,0.0005606,9.03105565318815e-05,5.09354113254511,0.820550364606099,0.906
"U16qC","Anaplectus",1,1,1,0,0,1,1,1514.31238332296,0.0014974,0.000178778259257617,2.2675313627878,0.270726131862731,0.906
"U16qC","Anatonchus",1,1,1,0,0,1,1,1514.31238332296,0.0092758,0.000635068179360488,14.0464588052271,0.961691608259953,0.906
"U16qC","Aulolaimus",1,1,1,0,0,1,1,3028.62476664592,0.0002968,5.80453477461961e-05,0.898895830740509,0.175797577772704,0.906
"U16qC","Bitylenchus",1,1,1,0,0,1,1,1514.31238332296,0.0003481,6.48476468732803e-05,0.527132140634722,0.0981995946895628,0.906
"U16qC","Cephalobus",1,1,1,0,0,1,1,1514.31238332296,0.0002662,5.38172187183306e-05,0.403109956440572,0.0814960807411683,0.906
"U16qC","Clarkus",1,1,1,0,0,1,1,3028.62476664592,0.003897,0.00034756980334886,11.8025507156191,1.05265851456061,0.906
"U16qC","Coomansus",1,1,1,0,0,1,1,1514.31238332296,0.0063193,0.000486367165639588,9.56939424393278,0.736511821769718,0.906
"U16qC","Diphtherophora",1,1,1,0,0,1,1,10600.1866832607,0.0005039,8.38591893402611e-05,5.34143406969507,0.888923062113674,0.906
"U16qC","Discolaimium",1,1,1,0,0,1,1,1514.31238332296,0.001191,0.000152477768774857,1.80354604853765,0.23089897343722,0.906
"U16qC","Discolaimus",1,1,1,0,0,1,1,3028.62476664592,0.0026518,0.000265970437854998,8.03130715619165,0.805524655283305,0.906
"U16qC","Ditylenchus",1,1,1,0,0,1,1,3028.62476664592,0.0004511,7.76492977707638e-05,1.36621263223397,0.235170586341199,0.906
"U16qC","Dorylaimoides",1,1,1,0,0,1,1,1514.31238332296,0.0010826,0.000142692184709613,1.63939458618544,0.216080542309175,0.906
"U16qC","Eucephalobus",1,1,1,0,0,1,1,1514.31238332296,0.0002358,4.9467032314469e-05,0.357074859987554,0.0749085396000375,0.906
